ENTIDAD,CONCEPTO,NACION,PROPIOS,TOTAL
"AGENCIA NACIONAL DE
SEGURIDAD VIAL",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA NACIONAL DE
SEGURIDAD VIAL",GASTOS DE PERSONAL,0.0,22148.0,22148.0
"AGENCIA NACIONAL DE
SEGURIDAD VIAL",INVERSION,0.0,174455.6,174455.6
"AGENCIA NACIONAL DE
SEGURIDAD VIAL",SERVICIO DE LA DEUDA,0.0,564.8,564.8
"AGENCIA NACIONAL DE
SEGURIDAD VIAL",TRANSFERENCIAS,0.0,300.8,300.8
"AGENCIA NACIONAL DE
SEGURIDAD VIAL","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,370.8,370.8
"AGENCIA NACIONAL DE MINERÍA
ANM",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AGENCIA NACIONAL DE MINERÍA
ANM",ADQUISICIÓN DE BIENES Y SERVICIOS,6908.1,37629.1,44537.2
"AGENCIA NACIONAL DE MINERÍA
ANM",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AGENCIA NACIONAL DE MINERÍA
ANM",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA NACIONAL DE MINERÍA
ANM",GASTOS DE PERSONAL,33855.6,30298.6,64154.2
"AGENCIA NACIONAL DE MINERÍA
ANM",INVERSION,9199.9,107415.1,116615.0
"AGENCIA NACIONAL DE MINERÍA
ANM",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"AGENCIA NACIONAL DE MINERÍA
ANM",TRANSFERENCIAS,0.0,45189.0,45189.0
"AGENCIA NACIONAL DE MINERÍA
ANM","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,671.5,671.5
"AGENCIA NACIONAL DE TIERRAS
ANT",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AGENCIA NACIONAL DE TIERRAS
ANT",ADQUISICIÓN DE BIENES Y SERVICIOS,40747.0,0.0,40747.0
"AGENCIA NACIONAL DE TIERRAS
ANT",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AGENCIA NACIONAL DE TIERRAS
ANT",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA NACIONAL DE TIERRAS
ANT",GASTOS DE PERSONAL,37304.4,0.0,37304.4
"AGENCIA NACIONAL DE TIERRAS
ANT",INVERSION,1417540.7,2100.0,1419640.7
"AGENCIA NACIONAL DE TIERRAS
ANT",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"AGENCIA NACIONAL DE TIERRAS
ANT",TRANSFERENCIAS,80.0,0.0,80.0
"AGENCIA NACIONAL DE TIERRAS
ANT","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",2202.3,0.0,2202.3
"AGENCIA NACIONAL DEL
ESPECTRO ANE",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,4240.0,4240.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",GASTOS DE PERSONAL,0.0,16982.0,16982.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",INVERSION,0.0,27759.4,27759.4
"AGENCIA NACIONAL DEL
ESPECTRO ANE",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"AGENCIA NACIONAL DEL
ESPECTRO ANE",TRANSFERENCIAS,0.0,276.8,276.8
"AGENCIA NACIONAL DEL
ESPECTRO ANE","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,80.9,80.9
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",ADQUISICIÓN DE BIENES Y SERVICIOS,9286.0,0.0,9286.0
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",GASTOS DE PERSONAL,54310.8,0.0,54310.8
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",INVERSION,1270.0,0.0,1270.0
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",SERVICIO DE LA DEUDA,1383.3,0.0,1383.3
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN",TRANSFERENCIAS,270745.4,0.0,270745.4
"AGENCIA PARA LA
REINCORPORACION Y LA
NORMALIZACIÓN ARN","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",763.2,0.0,763.2
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",ADQUISICIÓN DE BIENES Y SERVICIOS,4499.0,0.0,4499.0
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",GASTOS DE PERSONAL,14983.6,0.0,14983.6
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",INVERSION,1625.5,97940.6,99566.1
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA",TRANSFERENCIAS,21856.9,0.0,21856.9
"AGENCIA PRESIDENCIAL DE
COOPERACIÓN INTERNACIONAL
DE COLOMBIA, APC COLOMBIA","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",531.0,0.0,531.0
"ARCHIVO GENERAL DE LA
NACIÓN",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"ARCHIVO GENERAL DE LA
NACIÓN",ADQUISICIÓN DE BIENES Y SERVICIOS,4152.3,300.0,4452.3
"ARCHIVO GENERAL DE LA
NACIÓN",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"ARCHIVO GENERAL DE LA
NACIÓN",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"ARCHIVO GENERAL DE LA
NACIÓN",GASTOS DE PERSONAL,17151.7,0.0,17151.7
"ARCHIVO GENERAL DE LA
NACIÓN",INVERSION,5994.1,10152.7,16146.800000000001
"ARCHIVO GENERAL DE LA
NACIÓN",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"ARCHIVO GENERAL DE LA
NACIÓN",TRANSFERENCIAS,260.5,171.8,432.3
"ARCHIVO GENERAL DE LA
NACIÓN","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",186.5,0.0,186.5
"AUDITORÍA GENERAL DE LA
REPUBLICA",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AUDITORÍA GENERAL DE LA
REPUBLICA",ADQUISICIÓN DE BIENES Y SERVICIOS,6669.3,0.0,6669.3
"AUDITORÍA GENERAL DE LA
REPUBLICA",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AUDITORÍA GENERAL DE LA
REPUBLICA",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AUDITORÍA GENERAL DE LA
REPUBLICA",GASTOS DE PERSONAL,46281.9,0.0,46281.9
"AUDITORÍA GENERAL DE LA
REPUBLICA",INVERSION,7496.1,0.0,7496.1
"AUDITORÍA GENERAL DE LA
REPUBLICA",SERVICIO DE LA DEUDA,71.2,0.0,71.2
"AUDITORÍA GENERAL DE LA
REPUBLICA",TRANSFERENCIAS,138.0,0.0,138.0
"AUDITORÍA GENERAL DE LA
REPUBLICA","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",140.7,0.0,140.7
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",ADQUISICIÓN DE BIENES Y SERVICIOS,8603.1,1078.0,9681.1
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",GASTOS DE PERSONAL,15102.1,0.0,15102.1
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",INVERSION,41071.1,7200.7,48271.799999999996
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP",TRANSFERENCIAS,210.3,0.0,210.3
"AUTORIDAD NACIONAL DE
ACUICULTURA Y PESCA-AUNAP","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",300.2,0.0,300.2
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,13720.9,13720.9
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",DISMINUCIÓN DE PASIVOS,0.0,814.7,814.7
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",GASTOS COMERC. Y PRODUCCION,0.0,6619.8,6619.8
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",GASTOS DE PERSONAL,0.0,9905.3,9905.3
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",INVERSION,0.0,16476.8,16476.8
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",SERVICIO DE LA DEUDA,10282.3,0.0,10282.3
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES",TRANSFERENCIAS,7288811.8,349665.3,7638477.1
"CAJA DE RETIRO DE LAS
FUERZAS MILITARES","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",7804.8,9266.7,17071.5
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,2500.0,2500.0
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,9720.1,9720.1
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",DISMINUCIÓN DE PASIVOS,0.0,470.7,470.7
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",GASTOS COMERC. Y PRODUCCION,0.0,1523.6,1523.6
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",GASTOS DE PERSONAL,0.0,8221.8,8221.8
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",INVERSION,0.0,9548.4,9548.4
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",SERVICIO DE LA DEUDA,9854.2,0.0,9854.2
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL",TRANSFERENCIAS,6763148.2,384964.7,7148112.9
"CAJA DE SUELDOS DE RETIRO
DE LA POLICÍA NACIONAL","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",12018.3,6045.9,18064.199999999997
"CENTRO DE MEMORIA
HISTÓRICA",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CENTRO DE MEMORIA
HISTÓRICA",ADQUISICIÓN DE BIENES Y SERVICIOS,3439.8,0.0,3439.8
"CENTRO DE MEMORIA
HISTÓRICA",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CENTRO DE MEMORIA
HISTÓRICA",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CENTRO DE MEMORIA
HISTÓRICA",GASTOS DE PERSONAL,15517.0,0.0,15517.0
"CENTRO DE MEMORIA
HISTÓRICA",INVERSION,16142.2,0.0,16142.2
"CENTRO DE MEMORIA
HISTÓRICA",SERVICIO DE LA DEUDA,165.9,0.0,165.9
"CENTRO DE MEMORIA
HISTÓRICA",TRANSFERENCIAS,85.3,0.0,85.3
"CENTRO DE MEMORIA
HISTÓRICA","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",177.6,0.0,177.6
CLUB MILITAR DE OFICIALES,ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
CLUB MILITAR DE OFICIALES,ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,2489.9,2489.9
CLUB MILITAR DE OFICIALES,DISMINUCIÓN DE PASIVOS,0.0,424.0,424.0
CLUB MILITAR DE OFICIALES,GASTOS COMERC. Y PRODUCCION,0.0,18996.3,18996.3
CLUB MILITAR DE OFICIALES,GASTOS DE PERSONAL,0.0,19592.2,19592.2
CLUB MILITAR DE OFICIALES,INVERSION,0.0,0.0,0.0
CLUB MILITAR DE OFICIALES,SERVICIO DE LA DEUDA,0.0,0.0,0.0
CLUB MILITAR DE OFICIALES,TRANSFERENCIAS,0.0,14555.9,14555.9
CLUB MILITAR DE OFICIALES,"TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,1238.1,1238.1
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",GASTOS DE PERSONAL,1407.2,0.0,1407.2
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",INVERSION,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE",TRANSFERENCIAS,0.0,0.0,0.0
"COMISIÓN DE REGULACIÓN DE
INFRAESTRUCTURAY
TRANSPORTE","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,0.0,0.0
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,10681.9,10681.9
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",GASTOS DE PERSONAL,6073.2,18985.4,25058.600000000002
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",INVERSION,0.0,109930.1,109930.1
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",SERVICIO DE LA DEUDA,0.0,2071.1,2071.1
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL",TRANSFERENCIAS,0.0,1164.8,1164.8
"COMISIÓN NACIONAL DEL
SERVICIO CIVIL","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,4022.0,4022.0
"COMPUTADORES PARA EDUCAR
(CPE)",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"COMPUTADORES PARA EDUCAR
(CPE)",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,22983.7,22983.7
"COMPUTADORES PARA EDUCAR
(CPE)",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"COMPUTADORES PARA EDUCAR
(CPE)",GASTOS COMERC. Y PRODUCCION,0.0,1192.2,1192.2
"COMPUTADORES PARA EDUCAR
(CPE)",GASTOS DE PERSONAL,0.0,0.0,0.0
"COMPUTADORES PARA EDUCAR
(CPE)",INVERSION,0.0,148522.3,148522.3
"COMPUTADORES PARA EDUCAR
(CPE)",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"COMPUTADORES PARA EDUCAR
(CPE)",TRANSFERENCIAS,0.0,1696.0,1696.0
"COMPUTADORES PARA EDUCAR
(CPE)","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,611.0,611.0
CONGRESO DE LA REPÚBLICA,ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
CONGRESO DE LA REPÚBLICA,ADQUISICIÓN DE BIENES Y SERVICIOS,345105.8,0.0,345105.8
CONGRESO DE LA REPÚBLICA,DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
CONGRESO DE LA REPÚBLICA,GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
CONGRESO DE LA REPÚBLICA,GASTOS DE PERSONAL,728048.2,0.0,728048.2
CONGRESO DE LA REPÚBLICA,INVERSION,77232.0,0.0,77232.0
CONGRESO DE LA REPÚBLICA,SERVICIO DE LA DEUDA,4295.6,0.0,4295.6
CONGRESO DE LA REPÚBLICA,TRANSFERENCIAS,11150.8,0.0,11150.8
CONGRESO DE LA REPÚBLICA,"TRIBUTOS, MULTAS, SANCIONES, INTERÉS",2921.2,0.0,2921.2
"CONSEJO NACIONAL
ELECTORAL- CNE",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CONSEJO NACIONAL
ELECTORAL- CNE",ADQUISICIÓN DE BIENES Y SERVICIOS,11587.9,0.0,11587.9
"CONSEJO NACIONAL
ELECTORAL- CNE",DISMINUCIÓN DE PASIVOS,3572.5,0.0,3572.5
"CONSEJO NACIONAL
ELECTORAL- CNE",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
"CONSEJO NACIONAL
ELECTORAL- CNE",GASTOS DE PERSONAL,72055.3,0.0,72055.3
"CONSEJO NACIONAL
ELECTORAL- CNE",INVERSION,464.5,0.0,464.5
"CONSEJO NACIONAL
ELECTORAL- CNE",SERVICIO DE LA DEUDA,0.0,0.0,0.0
"CONSEJO NACIONAL
ELECTORAL- CNE",TRANSFERENCIAS,335.3,0.0,335.3
"CONSEJO NACIONAL
ELECTORAL- CNE","TRIBUTOS, MULTAS, SANCIONES, INTERÉS",0.0,0.0,0.0
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",ADQUISICION DE ACTIVOS FINANCIEROS,0.0,0.0,0.0
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",ADQUISICIÓN DE BIENES Y SERVICIOS,0.0,4577.7,4577.7
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",DISMINUCIÓN DE PASIVOS,0.0,0.0,0.0
"CORPORACIÓN AGENCIA
NACIONAL DE GOBIERNO
DIGITAL AND",GASTOS COMERC. Y PRODUCCION,0.0,0.0,0.0
